_id,_score,productId,score,helpfulness_ratio,time,summary
weQoNJkBLDnO6wEzHKoG,12.859107,B00000IIUE,5.0,,928281600,"IT IS FUNKY, TRENDY ,INSPIRING AND GOD GLORIFING"
hA08NJkBLDnO6wEzbjMC,12.859107,B00000IQ90,5.0,1.0,928281600,"IT IS FUNKY, TRENDY ,INSPIRING AND GOD GLORIFING"
iA08NJkBLDnO6wEzbjOj,12.859107,B00000IQ90,5.0,,928281600,"IT IS FUNKY, TRENDY ,INSPIRING AND GOD GLORIFING"
g9IeNJkBLDnO6wEzAfs2,12.648852,B00000JU5E,5.0,1.0,1002585600,"THIS CD IS STUPENDOUS, and AWE-INSPIRING!!"
OcoZNJkBLDnO6wEzq5Tr,12.5947075,B000A8AWYQ,5.0,0.5714285714285714,1129766400,Fun and Inspiring!
guoqNJkBLDnO6wEz9CMq,12.517869,B000000O17,5.0,0.8333333333333334,951868800,Soothing and Inspiring Duets to Touch A Woman's Soul
puoqNJkBLDnO6wEz9CMq,12.517869,B000000O18,5.0,0.8333333333333334,951868800,Soothing and Inspiring Duets to Touch A Woman's Soul
TtojNJkBLDnO6wEzOv-2,11.8600445,B00000IGIU,5.0,,926467200,Very touching &amp; inspiring song...
gPkyNJkBLDnO6wEzAATQ,11.8600445,B00000IM03,5.0,,926467200,Very touching &amp; inspiring song...
7-4sNJkBLDnO6wEz6Iyw,11.81266,B00000JG55,5.0,1.0,933033600,THE MOST INSPIRING! GOOD ADVICE
h8YXNJkBLDnO6wEzNw-q,11.81266,B00000B96C,5.0,1.0,933033600,THE MOST INSPIRING! GOOD ADVICE
xgQ3NJkBLDnO6wEz-bxr,11.81266,B000006OAZ,5.0,1.0,933033600,THE MOST INSPIRING! GOOD ADVICE
eQQ3NJkBLDnO6wEz_MVj,11.81266,B000006OB1,5.0,1.0,933033600,THE MOST INSPIRING! GOOD ADVICE
vfEuNJkBLDnO6wEzIlmM,11.7533655,B000N85TR8,5.0,,1120262400,Wonderful And Inspiring!
a_YwNJkBLDnO6wEzeSjj,11.7533655,B000002IGZ,5.0,,1120262400,Wonderful And Inspiring!
UPYwNJkBLDnO6wEzeimo,11.7533655,B000002IGY,5.0,,1120262400,Wonderful And Inspiring!
kv40NJkBLDnO6wEzfi9c,11.533777,B00003A9NN,4.0,,957830400,"beautiful, haunting, and inspiring"
B9ojNJkBLDnO6wEzJ9Nl,11.146386,B0000DEPYO,5.0,,986601600,This is an inspiring cd single!
nv81NJkBLDnO6wEziU55,11.146386,B0000504CS,5.0,,986601600,This is an inspiring cd single!
-O0sNJkBLDnO6wEzNQqY,11.146386,B000BRHURS,5.0,,986601600,This is an inspiring cd single!
odUgNJkBLDnO6wEzGbBp,11.084838,B00005HRRC,5.0,0.8,1045699200,An inspiring performance exhibiting perfection in each genre
cB5FNJkBLDnO6wEzBY7R,11.084838,B00005R8GJ,5.0,0.8,1045699200,An inspiring performance exhibiting perfection in each genre
ZcIVNJkBLDnO6wEzYvaG,10.9304905,B000005Z7B,5.0,,1035072000,50 years of Inspiring music.
mcIVNJkBLDnO6wEzYvaG,10.9304905,B000005Z7C,5.0,,1035072000,50 years of Inspiring music.
38YXNJkBLDnO6wEzZptX,10.813116,B0001EK4TC,5.0,,1323907200,Wonderful. Peaceful. Inspiring. Alive!
bcEUNJkBLDnO6wEzve1r,10.809839,B00007J6GV,5.0,1.0,1117411200,Inspiring music for all seekers of God!
LNwkNJkBLDnO6wEzRayZ,10.389578,B000056OCN,5.0,1.0,965433600,Inspiring sound
utghNJkBLDnO6wEzdn5L,10.389578,B00004TGAV,5.0,1.0,965433600,Inspiring sound
KNMeNJkBLDnO6wEzJlsZ,10.389578,B000054BG7,5.0,1.0,965433600,Inspiring sound
hgc5NJkBLDnO6wEzHiF2,10.389578,B000BRHZEG,5.0,1.0,965433600,Inspiring sound
rRZBNJkBLDnO6wEzKp36,10.389578,B0002ZEUAE,5.0,1.0,965433600,Inspiring sound
68AUNJkBLDnO6wEzObSR,10.389578,B000H5TYB4,5.0,1.0,965433600,Inspiring sound
vPYwNJkBLDnO6wEz07PK,10.389578,B0000QX0T2,5.0,1.0,965433600,Inspiring sound
SfcwNJkBLDnO6wEz8gLN,10.389578,B00004YL0Y,5.0,1.0,965433600,Inspiring sound
oAw7NJkBLDnO6wEz2DqM,10.389578,B00004TQX0,5.0,1.0,965433600,Inspiring sound
-MMVNJkBLDnO6wEz18bA,10.314926,B00005A1PR,5.0,0.6666666666666666,1020556800,&quot;Soul&quot; Inspiring
_sEUNJkBLDnO6wEzmJi7,10.314926,B00013YRQ4,5.0,0.6666666666666666,1020556800,&quot;Soul&quot; Inspiring
cuQnNJkBLDnO6wEzwSPw,10.314926,B000AA7EFE,5.0,0.6666666666666666,1020556800,&quot;Soul&quot; Inspiring
P_gxNJkBLDnO6wEzk0V7,10.314926,B00005K9XA,5.0,0.6666666666666666,1020556800,&quot;Soul&quot; Inspiring
OwE2NJkBLDnO6wEzZZ74,10.314926,B000EMH95S,5.0,0.6666666666666666,1020556800,&quot;Soul&quot; Inspiring
xBpDNJkBLDnO6wEzB0hB,10.314926,B00005ABND,5.0,0.6666666666666666,1020556800,&quot;Soul&quot; Inspiring
bwE2NJkBLDnO6wEzfuH3,10.109139,B00000A588,5.0,1.0,924393600,Fun for children of all ages and very inspiring!
QhVANJkBLDnO6wEzlw12,9.960356,B00004TSHV,4.0,,946166400,Inspiring new gospel duo for today's young adults
POMnNJkBLDnO6wEzk6B8,9.860974,B00029CYEY,5.0,0.6666666666666666,1093392000,"Inspiring, Authentic! Uplifting! Original!"
FvgxNJkBLDnO6wEznFuo,9.860974,B0001VOHH0,5.0,0.6666666666666666,1093392000,"Inspiring, Authentic! Uplifting! Original!"
NhdBNJkBLDnO6wEzi16v,9.860974,B0002CX1IO,5.0,0.6666666666666666,1093392000,"Inspiring, Authentic! Uplifting! Original!"
hv40NJkBLDnO6wEzcAZm,9.742168,B0009YI3OM,5.0,1.0,1128988800,"Beautiful, Inspiring music that makes you get up and dance!"
XL0SNJkBLDnO6wEzjGAS,9.321692,B000EUMKAO,2.0,0.4,1165968000,Izzy's Album is not Awe-Inspiring
_gQ3NJkBLDnO6wEzxo1G,8.427856,B00001WRJ8,5.0,1.0,1125273600,Some of the most uplifting and inspiring music you'll ever hear
hRtDNJkBLDnO6wEzVybZ,8.295864,B00000024J,5.0,,1299801600,BEAUTIFUL HARMONIES AND MANDOLIN BREAKS IN TRULY INSPIRING BLUEGRASS GOSPEL MUSIC
zxtDNJkBLDnO6wEzVybZ,8.295864,B00000024K,5.0,,1299801600,BEAUTIFUL HARMONIES AND MANDOLIN BREAKS IN TRULY INSPIRING BLUEGRASS GOSPEL MUSIC
270SNJkBLDnO6wEzyOQr,7.9279513,B0000046R2,5.0,,1324771200,Diverse & Always Inspiring Sampling from Ella's Songbook Series
w70SNJkBLDnO6wEzyOUr,7.9279513,B0000046R3,5.0,,1324771200,Diverse & Always Inspiring Sampling from Ella's Songbook Series
COImNJkBLDnO6wEzvjPG,5.159539,B00005T7IU,5.0,,1254873600,"Absolutely GREAT,mature music with the MOST""touching"",heart-rending as well as the most inspiring,esteem building songs EVER!!"
VsQWNJkBLDnO6wEzoMt_,5.159539,B00005YDJD,5.0,,1254873600,"Absolutely GREAT,mature music with the MOST""touching"",heart-rending as well as the most inspiring,esteem building songs EVER!!"
