_id,_score,productId,score,helpfulness_ratio,time,summary
-uYpNJkBLDnO6wEzOO6b,10.042228,B00004WQZ3,5.0,1.0,936921600,One of My new favourites
EdMeNJkBLDnO6wEzNoPS,10.042228,B00000JUSQ,5.0,1.0,927849600,Excellent Pop Rock!!
dgs7NJkBLDnO6wEzXkMf,10.042228,B000002MWS,5.0,1.0,928713600,Rock out!!
aQs7NJkBLDnO6wEzXkQf,10.042228,B000002MWQ,5.0,1.0,928713600,Rock out!!
LsoZNJkBLDnO6wEzqo-h,10.042228,B000HOMSRC,5.0,1.0,1157587200,Great CD for Kids
OvUwNJkBLDnO6wEzW9Hl,10.042228,B000006LUF,5.0,0.8333333333333334,943574400,tops
3_wzNJkBLDnO6wEzqmMW,10.042228,B000003FTM,5.0,0.8333333333333334,943574400,tops
0N4kNJkBLDnO6wEz_Akd,10.042228,B00000JWH1,5.0,1.0,936921600,One of My new favourites
OsMVNJkBLDnO6wEz29Hd,9.974216,B000068D00,5.0,1.0,1198368000,Highly Recommend this particular CD.
L8ATNJkBLDnO6wEz9hcT,9.974216,B0002BSFOA,5.0,1.0,1111449600,I give it an A!
ORI_NJkBLDnO6wEzAsEy,9.974216,B000000WCU,5.0,1.0,935971200,This album deserves 5 stars plus!
HPoyNJkBLDnO6wEz0Z7i,9.974216,B00000AGD9,5.0,1.0,961977600,Supernatural
488bNJkBLDnO6wEztCHR,9.974216,B0002XNF3E,5.0,1.0,935971200,This album deserves 5 stars plus!
NBA9NJkBLDnO6wEz3pxQ,9.974216,B00005ECJ8,5.0,1.0,935971200,This album deserves 5 stars plus!
39YgNJkBLDnO6wEzmvwS,9.90712,B000002C25,3.0,1.0,895968000,"Good, but not as good as expected"
1NYgNJkBLDnO6wEzmv7W,9.90712,B000002C26,3.0,1.0,895968000,"Good, but not as good as expected"
DdcgNJkBLDnO6wEznAMR,9.90712,B000002C27,3.0,1.0,895968000,"Good, but not as good as expected"
g70SNJkBLDnO6wEzpYps,9.90712,B00004RJLD,3.0,1.0,895968000,"Good, but not as good as expected"
hNUgNJkBLDnO6wEzMfWU,9.90712,B00000IFZ1,5.0,1.0,941500800,This is what 80s metal was all about
mAY5NJkBLDnO6wEzBt6Y,9.90712,B000091KUY,5.0,1.0,941500800,This is what 80s metal was all about
074SNJkBLDnO6wEz2BSh,9.90712,B000I5YVDO,3.0,1.0,895968000,"Good, but not as good as expected"
F8EUNJkBLDnO6wEzZygN,9.90712,B000ICLTAU,5.0,1.0,1169424000,"Great, fresh sound."
A84bNJkBLDnO6wEze41H,9.90712,B000002UHF,4.0,1.0,895449600,"fun, interesting lyrics, but not musically spectacular"
8PMvNJkBLDnO6wEzJY2A,9.8409195,B0000C9JD3,5.0,1.0,1142812800,Great Modern Country Album
EO4sNJkBLDnO6wEznCkJ,9.8409195,B000068LB6,5.0,1.0,1151020800,The BEST of Kylie's wonderful career!!!!!!!!!!!!
7eImNJkBLDnO6wEz9rwD,9.8409195,B00000EYHI,5.0,1.0,1232409600,one of my favorites
rQY4NJkBLDnO6wEz7JII,9.8409195,B000ARXAUK,5.0,1.0,1129593600,mest strikes again
2coZNJkBLDnO6wEzy_Av,9.8409195,B000OYC3L6,5.0,1.0,1190246400,Must have for the Hannah Fan!
rMQWNJkBLDnO6wEzTmUM,9.8409195,B000B9EY48,5.0,1.0,1129593600,mest strikes again
YvUvNJkBLDnO6wEz6gBp,9.8409195,B00005UJMY,4.0,1.0,1096502400,Fun electronica
ls4bNJkBLDnO6wEzeYnO,9.8409195,B000025L4W,5.0,1.0,1311120000,Love it
RtkiNJkBLDnO6wEzduH_,9.8409195,B0002RQ2TO,4.0,1.0,1129075200,Great addition to your collection!
Sww8NJkBLDnO6wEzMOOP,9.8409195,B000AS20J6,5.0,1.0,1129593600,mest strikes again
ags7NJkBLDnO6wEzo6Q9,9.8409195,B00000K59F,5.0,1.0,950140800,Ignorance Is Bliss is bliss
pBNANJkBLDnO6wEzKaaV,9.8409195,B000A29B8K,5.0,1.0,1232409600,one of my favorites
bR5FNJkBLDnO6wEzKZBu,9.8409195,B00005R8GE,4.0,1.0,1096502400,Fun electronica
RccXNJkBLDnO6wEz0E4q,9.775599,B00000053E,5.0,1.0,904867200,#1 Alblum in my collection
C9kiNJkBLDnO6wEzM6Ss,9.775599,B0001WPSMM,5.0,1.0,1359763200,Pure Gold
a8saNJkBLDnO6wEzIoBd,9.775599,B000N4SA8W,4.0,1.0,1198972800,My daughter loves it!
CssaNJkBLDnO6wEzRN8V,9.775599,B00005Y2FX,3.0,1.0,1252108800,Decent solo album
fvUwNJkBLDnO6wEzSaNL,9.775599,B00000AFR0,5.0,1.0,908668800,Great new band. Worth checking out.
Mf00NJkBLDnO6wEzBCOq,9.775599,B00008NFME,3.0,1.0,1252108800,Decent solo album
neUoNJkBLDnO6wEzrc_A,9.775599,B00005KIZZ,5.0,1.0,966988800,Well worth the 19 Bucks!
DBtDNJkBLDnO6wEzfTKq,9.775599,B00000029K,5.0,1.0,1000080000,You will love it.
mhtDNJkBLDnO6wEzfjQ8,9.775599,B00000029L,5.0,1.0,1000080000,You will love it.
gw48NJkBLDnO6wEz-b-2,9.775599,B000AS1HDQ,5.0,1.0,1359763200,Pure Gold
Uwk6NJkBLDnO6wEzvviS,9.775599,B000PLUTO6,5.0,1.0,908668800,Great new band. Worth checking out.
XOImNJkBLDnO6wEzwj7R,9.711138,B000BRHS6G,5.0,1.0,972864000,Diverse and Enjoyable
We8tNJkBLDnO6wEzWm92,9.711138,B00000FDB3,5.0,1.0,972864000,Diverse and Enjoyable
vL0SNJkBLDnO6wEzu8G5,9.711138,B000069RIP,4.0,1.0,1120176000,Fun to dance to
mtoiNJkBLDnO6wEzjRkG,9.711138,B0000DEPIO,5.0,1.0,972864000,Diverse and Enjoyable
_hxENJkBLDnO6wEzH6lI,9.711138,B00008PX8Y,5.0,1.0,1049932800,Great Surprise!
nhA-NJkBLDnO6wEzCb_4,9.711138,B00008MNYT,5.0,1.0,1049932800,Great Surprise!
pO0sNJkBLDnO6wEzdsK2,9.674244,B000SFOY8Q,3.0,0.8,1019952000,Not as good as their others
HeQnNJkBLDnO6wEzxTHk,9.674244,B00016XNSO,3.0,0.8,1019952000,Not as good as their others
LxtDNJkBLDnO6wEzViT6,9.674244,B00005YURN,3.0,0.8,1019952000,Not as good as their others
LtwjNJkBLDnO6wEz0Ahn,9.647523,B000005KD0,4.0,1.0,945648000,this is a good album
QtkhNJkBLDnO6wEzuw-7,9.647523,B00000EWUU,5.0,1.0,1185753600,A Must Have for Children!
wtcgNJkBLDnO6wEztkWt,9.647523,B00009V3L2,5.0,0.8,1059523200,Kid's music that parents will love
R88bNJkBLDnO6wEzui-F,9.647523,B00000JA9Q,4.0,1.0,945648000,this is a good album
8_gxNJkBLDnO6wEzhycJ,9.647523,B00005Q4JH,4.0,1.0,1007337600,Invincible - Michael Jackson
N-UoNJkBLDnO6wEzvvUU,9.647523,B000008A1K,4.0,1.0,945648000,this is a good album
2s0aNJkBLDnO6wEz6XFv,9.647523,B00020JQYE,5.0,1.0,1185753600,A Must Have for Children!
gg48NJkBLDnO6wEzuwYC,9.647523,B00005TSQZ,4.0,1.0,1007337600,Invincible - Michael Jackson
Yu0sNJkBLDnO6wEzPCDw,9.647523,B00009N1XI,5.0,1.0,1170460800,SUZY BOGGUSS
2_EuNJkBLDnO6wEzP6zA,9.584736,B000L9YNTO,5.0,1.0,937267200,A Must Have
nMUWNJkBLDnO6wEzvivz,9.584736,B00008G1JO,5.0,1.0,937267200,A Must Have
asUWNJkBLDnO6wEzvyya,9.584736,B00008G1JN,5.0,1.0,937267200,A Must Have
bOImNJkBLDnO6wEztx-3,9.584736,B0002J58LK,5.0,1.0,1105315200,This CD is like a rainyday sleepover; warm and comforting
b9UgNJkBLDnO6wEzLOjs,9.584736,B0000UH74C,4.0,1.0,1338249600,Short-lived fun
Yt8lNJkBLDnO6wEz9fzK,9.584736,B000003TBW,5.0,1.0,937267200,A Must Have
ROAlNJkBLDnO6wEz9wK8,9.584736,B000003TBX,5.0,1.0,937267200,A Must Have
ZMEUNJkBLDnO6wEzcUWQ,9.584736,B000006BDG,5.0,1.0,1084233600,Classy piano
v8sZNJkBLDnO6wEz-gw-,9.584736,B000001EP2,5.0,1.0,898041600,"After you get over Lovefool, this is a lovely CD"
zcsZNJkBLDnO6wEz-g68,9.584736,B000001EP1,5.0,1.0,898041600,"After you get over Lovefool, this is a lovely CD"
